time,open,high,low,close,volume
2024-04-26,61.34,62.41,61.0,61.0,1699786
2024-05-02,61.61,61.87,60.94,61.47,933709
2024-05-03,61.81,62.48,61.41,61.87,1472206
2024-05-06,62.14,62.41,62.01,62.21,1148815
2024-05-07,62.48,62.94,62.14,62.14,1155689
2024-05-08,62.01,62.34,61.61,62.21,1247171
2024-05-09,62.14,62.48,61.74,61.87,607990
2024-05-10,62.01,62.01,61.34,61.54,824888
2024-05-13,61.61,61.81,60.54,60.87,1234518
2024-05-14,60.94,61.27,60.54,60.6,819950
2024-05-15,60.87,61.07,60.74,60.87,884744
2024-05-16,61.54,62.01,61.2,61.94,1715536
2024-05-17,61.94,61.94,61.34,61.41,1086438
2024-05-20,61.74,62.21,61.41,61.47,1045431
2024-05-21,61.47,61.54,60.67,60.94,1488654
2024-05-22,61.2,61.34,60.67,60.67,1349994
2024-05-23,60.67,61.2,60.54,60.87,1318403
2024-05-24,60.87,60.87,60.2,60.33,2243441
2024-05-27,60.47,60.6,60.0,60.33,1060054
2024-05-28,60.07,60.67,60.07,60.67,1351470
2024-05-29,60.74,60.87,60.07,60.07,1188182
2024-05-30,59.87,60.0,59.2,59.26,2358180
2024-05-31,59.33,59.53,58.33,58.33,3927010
2024-06-03,58.86,59.73,58.86,59.0,2111127
2024-06-04,59.47,59.67,59.06,59.33,1818442
2024-06-05,59.33,59.87,59.26,59.4,1886226
2024-06-06,59.47,60.0,59.4,59.53,1702865
2024-06-07,59.6,60.0,59.2,59.2,1131101
2024-06-10,59.47,59.67,58.8,58.86,2643949
2024-06-11,59.06,59.13,58.26,58.33,2256534
2024-06-12,58.46,59.67,58.19,59.33,2251490
2024-06-13,59.47,59.6,59.13,59.13,1603414
2024-06-14,59.2,59.6,58.53,58.53,2484887
2024-06-17,58.6,58.73,58.26,58.26,2295281
2024-06-18,58.53,59.2,58.26,58.26,1372946
2024-06-19,58.39,58.53,57.86,57.93,2176749
2024-06-20,57.93,57.93,57.26,57.53,2654038
2024-06-21,57.59,57.99,57.19,57.53,1809985
2024-06-24,57.53,58.46,57.19,57.19,2153682
2024-06-25,57.32,57.99,57.19,57.19,1567779
2024-06-26,57.46,57.73,56.99,56.99,1709970
2024-06-27,56.99,57.53,56.99,56.99,1425080
2024-06-28,57.53,57.53,56.86,56.99,1114085
2024-07-01,57.39,57.66,56.99,57.59,1180816
2024-07-02,57.99,59.4,57.66,59.0,2428337
2024-07-03,58.86,59.33,58.73,59.2,2252635
2024-07-04,59.26,60.0,58.86,58.86,3062719
2024-07-05,58.93,59.67,58.86,58.86,1849175
2024-07-08,58.86,59.33,58.33,58.33,1145562
2024-07-09,58.53,59.13,57.99,58.93,1551172
2024-07-10,59.06,59.67,58.86,59.26,1725458
2024-07-11,59.26,59.47,58.93,58.93,1446841
2024-07-12,59.0,59.26,58.6,58.6,1374637
2024-07-15,58.6,59.06,58.53,58.53,1174084
2024-07-16,58.6,59.26,58.6,58.8,1535446
2024-07-17,59.4,60.2,58.53,58.86,3365241
2024-07-18,59.06,59.4,58.8,58.86,1653687
2024-07-19,58.86,59.4,58.53,58.53,1325123
2024-07-22,58.53,59.06,58.39,58.66,1463116
2024-07-23,58.73,59.06,58.53,58.53,1412799
2024-07-24,58.46,58.93,58.46,58.53,1477891
2024-07-25,58.6,58.66,58.33,58.39,882334
2024-07-26,58.39,58.66,58.33,58.39,904427
2024-07-29,58.6,58.73,58.39,58.39,454233
2024-07-30,58.39,59.06,58.39,58.53,978889
2024-07-31,58.53,59.67,58.53,59.67,1865641
2024-08-01,59.73,61.14,59.67,60.67,4807705
2024-08-02,60.47,60.47,59.33,59.33,1512887
2024-08-05,59.2,59.2,58.13,58.13,3063084
2024-08-06,58.13,58.66,57.99,58.39,1654296
2024-08-07,58.46,58.66,58.19,58.66,714053
2024-08-08,58.66,58.66,58.33,58.39,962297
2024-08-09,58.46,59.06,58.46,58.66,1137871
2024-08-12,59.13,59.13,58.39,58.73,1061597
2024-08-13,58.6,59.87,58.6,59.87,1593947
2024-08-14,59.73,59.8,58.73,58.86,1494847
2024-08-15,58.86,59.4,58.6,58.6,922035
2024-08-16,58.86,59.47,58.86,58.93,1371799
2024-08-19,59.4,59.73,59.06,59.4,1656591
2024-08-20,59.47,60.74,59.47,60.74,3387268
2024-08-21,60.74,62.21,60.47,62.07,2751625
2024-08-22,62.14,62.34,61.61,61.81,1416616
2024-08-23,61.87,62.07,60.54,61.81,1078085
2024-08-26,61.61,61.94,61.27,61.54,1569224
2024-08-27,61.54,61.61,60.8,61.2,902760
2024-08-28,61.34,61.47,60.94,60.94,1032939
2024-08-29,60.87,61.81,60.87,61.2,1497431
2024-08-30,61.2,61.74,61.2,61.34,1671053
2024-09-04,60.94,60.94,60.4,60.87,1014236
2024-09-05,60.6,60.94,60.27,60.27,1185511
2024-09-06,60.33,60.74,60.07,60.33,785854
2024-09-09,60.27,60.33,59.67,60.33,703748
2024-09-10,60.27,60.33,59.53,59.53,1193581
2024-09-11,59.26,59.53,58.86,59.13,1029054
2024-09-12,59.2,60.27,59.13,59.87,1610394
2024-09-13,60.07,60.33,59.6,60.13,1625774
2024-09-16,59.93,60.2,59.4,59.47,728926
2024-09-17,59.53,60.54,59.26,60.54,971859
2024-09-18,60.6,61.47,60.0,60.87,1722387
2024-09-19,60.87,61.34,60.8,61.2,1346904
2024-09-20,61.41,61.54,60.6,60.6,2181722
2024-09-23,61.07,61.27,60.8,60.8,697895
2024-09-24,60.8,61.2,60.8,61.0,523790
2024-09-25,61.2,62.21,61.0,62.07,2604508
2024-09-26,62.14,62.74,61.87,61.87,1820054
2024-09-27,61.87,62.61,61.87,61.87,1073168
2024-09-30,61.87,61.87,61.54,61.54,1278350
2024-10-01,61.74,62.48,61.54,61.54,1725848
2024-10-02,61.74,62.01,61.41,62.01,1380621
2024-10-03,61.94,62.81,61.81,61.94,1700784
2024-10-04,61.87,62.07,61.74,61.74,860495
2024-10-07,61.74,61.87,61.41,61.54,611894
2024-10-08,61.54,61.54,60.87,61.2,1124515
2024-10-09,61.07,61.41,60.8,60.87,2176865
2024-10-10,61.74,62.21,61.0,61.47,1326569
2024-10-11,61.47,61.47,61.0,61.2,1084336
2024-10-14,61.67,61.67,61.07,61.14,931995
2024-10-15,61.07,61.61,61.07,61.14,1431969
2024-10-16,61.14,61.41,61.07,61.2,1293521
2024-10-17,61.54,61.74,61.34,61.67,1286287
2024-10-18,62.01,62.27,61.54,61.81,1164056
2024-10-21,61.87,62.41,61.54,61.54,1425147
2024-10-22,61.54,61.67,61.14,61.14,1260601
2024-10-23,61.0,61.41,61.0,61.2,750353
2024-10-24,61.67,61.74,61.14,61.34,756579
2024-10-25,61.61,61.74,61.34,61.41,997728
2024-10-28,61.2,61.74,61.2,61.54,1106555
2024-10-29,61.61,61.94,61.54,61.54,1298643
2024-10-30,61.54,61.81,61.27,61.34,627682
2024-10-31,61.2,63.55,61.2,62.61,2892451
2024-11-01,62.88,63.48,62.54,62.54,1732251
2024-11-04,62.88,63.75,61.81,61.87,1856395
2024-11-05,61.94,62.21,61.54,61.94,1084183
2024-11-06,62.07,62.48,62.07,62.14,1417991
2024-11-07,62.34,62.81,62.34,62.34,1420301
2024-11-08,62.54,62.81,61.67,61.67,1381249
2024-11-11,62.07,62.07,61.47,61.54,1874368
2024-11-12,61.54,62.34,61.47,61.47,1337197
2024-11-13,61.47,62.14,61.47,61.87,1332711
2024-11-14,61.54,61.87,61.47,61.54,1720202
2024-11-15,61.54,61.87,61.27,61.34,1509691
2024-11-18,61.34,61.74,60.8,60.87,1876350
2024-11-19,61.2,61.27,60.2,60.2,1577896
2024-11-20,60.2,61.0,60.13,60.4,1641687
2024-11-21,60.47,61.07,60.33,60.54,1461608
2024-11-22,60.87,61.07,60.6,60.6,1730814
2024-11-25,60.8,61.67,60.8,61.07,1814963
2024-11-26,61.14,62.14,61.14,61.81,1760827
2024-11-27,61.74,62.34,61.74,62.01,1048309
2024-11-28,62.27,62.54,61.87,61.94,1290948
2024-11-29,61.94,62.41,61.87,62.41,1011316
2024-12-02,63.48,63.61,62.81,63.01,1575332
2024-12-03,63.14,63.14,61.94,62.21,2447450
2024-12-04,62.07,62.81,61.87,62.54,1205482
2024-12-05,62.21,63.28,62.21,62.88,2334456
2024-12-06,62.88,63.75,62.81,63.01,1702183
2024-12-09,63.01,63.75,62.81,63.75,1958838
2024-12-10,63.75,63.75,63.21,63.21,914482
2024-12-11,63.21,63.41,62.34,62.41,1611488
2024-12-12,62.54,63.14,62.54,62.54,672349
2024-12-13,62.34,62.61,62.14,62.27,1228466
2024-12-16,62.21,62.34,62.14,62.27,1122982
2024-12-17,62.21,62.27,62.07,62.21,1049241
2024-12-18,62.21,62.41,62.21,62.27,531269
2024-12-19,62.07,62.07,61.67,61.81,1870599
2024-12-20,61.81,62.14,61.74,61.87,1246769
2024-12-23,61.94,62.07,61.81,61.81,707967
2024-12-24,62.01,62.07,61.54,61.61,1025356
2024-12-25,61.67,62.74,61.67,61.81,1829185
2024-12-26,61.87,62.07,61.54,61.61,2203884
2024-12-27,61.87,62.21,61.67,61.67,1640901
2024-12-30,61.67,61.87,61.54,61.54,1707785
2024-12-31,61.67,61.81,61.0,61.0,2375289
